id,name,description,axis,level,source
lit_blue_sociology_0039,Coastal tourism and blue economy value chains: Uma Agenda de Investigação nas Humanidades Azuis: Exploração dos Ambie,"Literature-derived competence (cluster: Coastal tourism and blue economy value chains) from Blue sociology & maritime society papers. Source paper: Uma Agenda de Investigação nas Humanidades Azuis: Exploração dos Ambientes Aquáticos e os 4 Oceanos em Épocas Pré-Indust (Cristina de Jesus Brito, 2022).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0040,Maritimisation processes and port-city relations: “Mother of the Oceans”: Maritime Governance as a Template for a New Gl,"Literature-derived competence (cluster: Maritimisation processes and port-city relations) from Blue sociology & maritime society papers. Source paper: “Mother of the Oceans”: Maritime Governance as a Template for a New Global Order in the International Thought of Elisabe (Lucian M. Ashworth, 2023).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0041,"Social-ecological resilience of coastal communities: Coastal Communities, Leisure and Wellbeing: Advancing a Trans-Discipli","Literature-derived competence (cluster: Social-ecological resilience of coastal communities) from Blue sociology & maritime society papers. Source paper: Coastal Communities, Leisure and Wellbeing: Advancing a Trans-Disciplinary Agenda for Understanding Ocean-Human Relation (Belinda Wheaton
Jordan Waiti
Rebecca Olive
Robin Kearns, 2021).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0042,Hydrosocial literacy and ocean citizenship: Marine Social Science for the Peopled Seas,"Literature-derived competence (cluster: Hydrosocial literacy and ocean citizenship) from Blue sociology & maritime society papers. Source paper: Marine Social Science for the Peopled Seas (Nathan J. Bennett, 2019).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0043,"Ethnographic approaches to fishing communities: Corals, Geo-Sociality, and Anthropocene Dwelling","Literature-derived competence (cluster: Ethnographic approaches to fishing communities) from Blue sociology & maritime society papers. Source paper: Corals, Geo-Sociality, and Anthropocene Dwelling (J Westgate, ).",MARINE,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0044,"Coastal tourism and blue economy value chains: Overdetermined by Territory? Governing the Ocean in Time, Matter, and","Literature-derived competence (cluster: Coastal tourism and blue economy value chains) from Blue sociology & maritime society papers. Source paper: Overdetermined by Territory? Governing the Ocean in Time, Matter, and Rhythm (Christopher McAteer, 2025).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0045,Oceanic subjectivity and cultural identities: Turbulent Waters in Three Parts,"Literature-derived competence (cluster: Oceanic subjectivity and cultural identities) from Blue sociology & maritime society papers. Source paper: Turbulent Waters in Three Parts (Jessica Lehman
Philip E. Steinberg
Elizabeth R. Johnson, 2021).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0046,"Socio-technical transitions in shipping: Shores, Surfaces and Depths","Literature-derived competence (cluster: Socio-technical transitions in shipping) from Blue sociology & maritime society papers. Source paper: Shores, Surfaces and Depths (Felicity Picken
Emma Waterton, 2024).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0047,Traditional ecological knowledge in fisheries governance: Défis scientifiques et sociaux de l'anthropologie maritime,"Literature-derived competence (cluster: Traditional ecological knowledge in fisheries governance) from Blue sociology & maritime society papers. Source paper: Défis scientifiques et sociaux de l'anthropologie maritime (Nastassia Reyes
Clément Garineaud
Frédérique Chlous, 2018).",MARINE,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0048,Social-ecological resilience of coastal communities: Socio-oceanography: an opportunity to integrate marine social and natu,"Literature-derived competence (cluster: Social-ecological resilience of coastal communities) from Blue sociology & maritime society papers. Source paper: Socio-oceanography: an opportunity to integrate marine social and natural sciences (Ekaterina Popova
Yevgeny Aksenov
Laurent O. Amoudry
Amani Be, 2023).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0051,"Post-colonial perspectives in maritime sociology: Promoting Blue Resilience: Knowledge Systems Integration, Maritime Her","Literature-derived competence (cluster: Post-colonial perspectives in maritime sociology) from Blue sociology & maritime society papers. Source paper: Promoting Blue Resilience: Knowledge Systems Integration, Maritime Heritage, and Culture-based Climate Action in Coastal (Marisa O. Ensor, 2025).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0052,Labour geography of maritime transport: Manipulating material hydro-worlds: rethinking human and more-than-hum,"Literature-derived competence (cluster: Labour geography of maritime transport) from Blue sociology & maritime society papers. Source paper: Manipulating material hydro-worlds: rethinking human and more-than-human relationality through offshore radio piracy (Kimberley Peters, 2012).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0053,Cultural dimensions of seafaring: Towards a more-than-sea geography: exploring the relational geographie,"Literature-derived competence (cluster: Cultural dimensions of seafaring) from Blue sociology & maritime society papers. Source paper: Towards a more-than-sea geography: exploring the relational geographies of superrich mobility between sea, superyacht an (Emma Spence, 2014).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0054,"Sustainability transitions in coastal societies: Hydrosocial geographies: Cycles, spaces and spheres of concern","Literature-derived competence (cluster: Sustainability transitions in coastal societies) from Blue sociology & maritime society papers. Source paper: Hydrosocial geographies: Cycles, spaces and spheres of concern (Jeremy J. Schmidt, 2023).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0055,Social-ecological resilience of coastal communities: The political ontology of collaborative water governance,"Literature-derived competence (cluster: Social-ecological resilience of coastal communities) from Blue sociology & maritime society papers. Source paper: The political ontology of collaborative water governance. (Cameron Harrington, 2017).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0056,Hydrosocial literacy and ocean citizenship: Aligning the social sciences with the deep ocean: developments and def,"Literature-derived competence (cluster: Hydrosocial literacy and ocean citizenship) from Blue sociology & maritime society papers. Source paper: Aligning the social sciences with the deep ocean: developments and definitions for a new research agenda (Susanna Lidström
Neil Craik, 2025).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0057,Planetary boundary thinking in ocean governance: El CoLaboratorio de oceanografía social: espacio plural para la conser,"Literature-derived competence (cluster: Planetary boundary thinking in ocean governance) from Blue sociology & maritime society papers. Source paper: El CoLaboratorio de oceanografía social: espacio plural para la conservación integral de los mares y las sociedades cost (Nemer E. Narchi
Micheline Cariño
M. Azahara Mesa-Jurado
Alej, 2018).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0058,"Post-colonial perspectives in maritime sociology: Introduction: Living with the sea: Knowledge, awareness and action","Literature-derived competence (cluster: Post-colonial perspectives in maritime sociology) from Blue sociology & maritime society papers. Source paper: Introduction: Living with the sea: Knowledge, awareness and action (M Brown
K Peters, ).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0059,Oceanic subjectivity and cultural identities: Recommendation: Eco-creative nature-based solutions to transform urban,"Literature-derived competence (cluster: Oceanic subjectivity and cultural identities) from Blue sociology & maritime society papers. Source paper: Recommendation: Eco-creative nature-based solutions to transform urban coastlines, local coastal communities and enhance (, 2022).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0060,"Maritimisation processes and port-city relations: Picturing the coast: unravelling community perceptions of seascapes, B","Literature-derived competence (cluster: Maritimisation processes and port-city relations) from Blue sociology & maritime society papers. Source paper: Picturing the coast: unravelling community perceptions of seascapes, Blue Growth and coastal change (Maria Pafi
Wesley Flannery
Brendan Murtagh, 2023).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0063,"Hydrosocial literacy and ocean citizenship: La mer, un construit politique. La privatisation des territoires et de","Literature-derived competence (cluster: Hydrosocial literacy and ocean citizenship) from Blue sociology & maritime society papers. Source paper: La mer, un construit politique. La privatisation des territoires et des ressources maritimes en acte (Tarik Dahou
Camille Mazé, 2021).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0064,Coastal tourism and blue economy value chains: Maritime Sociology in the Making,"Literature-derived competence (cluster: Coastal tourism and blue economy value chains) from Blue sociology & maritime society papers. Source paper: Maritime Sociology in the Making (, 2022).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0065,Maritimisation processes and port-city relations: Il mare unisce ciò che la terra divide. Antropologie dai mari del sud,"Literature-derived competence (cluster: Maritimisation processes and port-city relations) from Blue sociology & maritime society papers. Source paper: Il mare unisce ciò che la terra divide. Antropologie dai mari del sud. Introduzione1 (Matteo Aria
Francesco Lattanzi, 2022).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0066,"Socio-technical transitions in shipping: Coastal waterfront transformations, fishing structures, and sustainabl","Literature-derived competence (cluster: Socio-technical transitions in shipping) from Blue sociology & maritime society papers. Source paper: Coastal waterfront transformations, fishing structures, and sustainable tourism (Carlos J. L. Balsas, 2024).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0067,Cross-cultural maritime heritage management: Review: Eco-creative nature-based solutions to transform urban coastli,"Literature-derived competence (cluster: Cross-cultural maritime heritage management) from Blue sociology & maritime society papers. Source paper: Review: Eco-creative nature-based solutions to transform urban coastlines, local coastal communities and enhance biodive (, 2022).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0070,Hydrosocial literacy and ocean citizenship: Can agriculture and conservation be compatible in a coastal wetland? B,"Literature-derived competence (cluster: Hydrosocial literacy and ocean citizenship) from Blue sociology & maritime society papers. Source paper: Can agriculture and conservation be compatible in a coastal wetland? Balancing stakeholders' narratives and interactions (S Ricart
AM Rico-Amorós, ).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0071,Socio-technical transitions in shipping: The new blue: Built-up seascapes create new maritime relations,"Literature-derived competence (cluster: Socio-technical transitions in shipping) from Blue sociology & maritime society papers. Source paper: The new blue: Built-up seascapes create new maritime relations (Jessica Hjerpe Olausson
Daniel Richardsson
Richard Hawkins
T, 2025).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0072,Labour geography of maritime transport: Performing Risk: Climate Anxiety and Everyday Adaptation in Mong Cai's,"Literature-derived competence (cluster: Labour geography of maritime transport) from Blue sociology & maritime society papers. Source paper: Performing Risk: Climate Anxiety and Everyday Adaptation in Mong Cai's Coastal Communities (NT Minh
TQ Viet, ).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0073,Oceanic subjectivity and cultural identities: Author comment: Eco-creative nature-based solutions to transform urban,"Literature-derived competence (cluster: Oceanic subjectivity and cultural identities) from Blue sociology & maritime society papers. Source paper: Author comment: Eco-creative nature-based solutions to transform urban coastlines, local coastal communities and enhance (Renaud Lestrade, 2022).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0074,Cross-cultural maritime heritage management: The promise of city seascapes,"Literature-derived competence (cluster: Cross-cultural maritime heritage management) from Blue sociology & maritime society papers. Source paper: The promise of city seascapes (Maik Arnold, 2022).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0076,Ethnographic approaches to fishing communities: Equipamentos para a Educação Ambiental na zona costeira da Euroregião,"Literature-derived competence (cluster: Ethnographic approaches to fishing communities) from Blue sociology & maritime society papers. Source paper: Equipamentos para a Educação Ambiental na zona costeira da Euroregião do Eixo Atlântico – Das práticas conservacionistas (Sara Carvalho
Ulisses Miranda Azeiteiro
Pablo A. Meira-Carte, 2011).",MARINE,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0077,"Hydrosocial literacy and ocean citizenship: The space between: how we understood, valued, and governed the ocean t","Literature-derived competence (cluster: Hydrosocial literacy and ocean citizenship) from Blue sociology & maritime society papers. Source paper: The space between: how we understood, valued, and governed the ocean through the process of marine science and emerging  (S Newton, ).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0078,Cultural dimensions of seafaring: Mining the seas: Speculative fictions and futures,"Literature-derived competence (cluster: Cultural dimensions of seafaring) from Blue sociology & maritime society papers. Source paper: Mining the seas: Speculative fictions and futures (E DeLoughrey, ).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0079,Post-colonial perspectives in maritime sociology: The Cultural Politics of Fish and Humans: A More-Than-Human Habitus of,"Literature-derived competence (cluster: Post-colonial perspectives in maritime sociology) from Blue sociology & maritime society papers. Source paper: The Cultural Politics of Fish and Humans: A More-Than-Human Habitus of Consumption (Elspeth Probyn, 2014).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0080,Oceanic subjectivity and cultural identities: Review: Eco-creative nature-based solutions to transform urban coastli,"Literature-derived competence (cluster: Oceanic subjectivity and cultural identities) from Blue sociology & maritime society papers. Source paper: Review: Eco-creative nature-based solutions to transform urban coastlines, local coastal communities and enhance biodive (, 2022).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0081,Cross-cultural maritime heritage management: “I felt as someone special today”. Advancing marine citizen science th,"Literature-derived competence (cluster: Cross-cultural maritime heritage management) from Blue sociology & maritime society papers. Source paper: “I felt as someone special today”. Advancing marine citizen science throught participatory and critical geography explor (Chiara Certomà, 2025).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0082,Ethnographic approaches to fishing communities: Limited Development in the Shenzhen Bay Area: A Future Model for Coord,"Literature-derived competence (cluster: Ethnographic approaches to fishing communities) from Blue sociology & maritime society papers. Source paper: Limited Development in the Shenzhen Bay Area: A Future Model for Coordinated Development of Urbanisation and Eco-Conserv (X Jiao
NHC WANG
J VAN AMEIJDE, ).",MARINE,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0083,Cultural dimensions of seafaring: Land-Sea Interactions and the Ecosystem Approach in Ocean Planning and,"Literature-derived competence (cluster: Cultural dimensions of seafaring) from Blue sociology & maritime society papers. Source paper: Land-Sea Interactions and the Ecosystem Approach in Ocean Planning and Governance (Sue Kidd, 2018).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0084,Coastal tourism and blue economy value chains: City seascapes,"Literature-derived competence (cluster: Coastal tourism and blue economy value chains) from Blue sociology & maritime society papers. Source paper: City seascapes (Maik Arnold, 2022).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0085,Planetary boundary thinking in ocean governance: Blue Urbanism: Exploring Connections between Cities and Oceans,"Literature-derived competence (cluster: Planetary boundary thinking in ocean governance) from Blue sociology & maritime society papers. Source paper: Blue Urbanism: Exploring Connections between Cities and Oceans (Charlotte Martynoga, 2015).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0086,Post-colonial perspectives in maritime sociology: Post-Imperial Waters: Oceanic Form and Politics in 21st-Century Global,"Literature-derived competence (cluster: Post-colonial perspectives in maritime sociology) from Blue sociology & maritime society papers. Source paper: Post-Imperial Waters: Oceanic Form and Politics in 21st-Century Global South Novels (S Wang, ).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0087,Oceanic subjectivity and cultural identities: Indus River Delta: contested narratives in the climate of change,"Literature-derived competence (cluster: Oceanic subjectivity and cultural identities) from Blue sociology & maritime society papers. Source paper: Indus River Delta: contested narratives in the climate of change (Hameed Jamali
Maryam Jamali
Shakeel Hayat
Javed Iqbal, 2023).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0088,Cross-cultural maritime heritage management: Understanding transformations in the marine coastal realm: The explana,"Literature-derived competence (cluster: Cross-cultural maritime heritage management) from Blue sociology & maritime society papers. Source paper: Understanding transformations in the marine coastal realm: The explanatory potential of theories of institutional change (Hudu Banikoi
Achim Schlüter
Aisa O. Manlosa, 2023).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0089,Sustainability transitions in coastal societies: Recommendation: Eco-creative nature-based solutions to transform urban,"Literature-derived competence (cluster: Sustainability transitions in coastal societies) from Blue sociology & maritime society papers. Source paper: Recommendation: Eco-creative nature-based solutions to transform urban coastlines, local coastal communities and enhance (, 2022).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0090,"Social-ecological resilience of coastal communities: Development Studies: Across Disciplines, Knowledge Hierarchies and Oce","Literature-derived competence (cluster: Social-ecological resilience of coastal communities) from Blue sociology & maritime society papers. Source paper: Development Studies: Across Disciplines, Knowledge Hierarchies and Oceanic Spaces (H Alff
AK Hornidge, ).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0091,"Hydrosocial literacy and ocean citizenship: To be, to do, to share: the triple-loop of water governance to improve","Literature-derived competence (cluster: Hydrosocial literacy and ocean citizenship) from Blue sociology & maritime society papers. Source paper: To be, to do, to share: the triple-loop of water governance to improve urban water resilience—testing the Benidorm'exper (S Ricart
AM Rico-Amorós, ).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0093,Cultural dimensions of seafaring: Toward a Sociology of Oceans,"Literature-derived competence (cluster: Cultural dimensions of seafaring) from Blue sociology & maritime society papers. Source paper: Toward a Sociology of Oceans. (John A. Hannigan, 2017).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0094,"Oceanic subjectivity and cultural identities: The State of Marine Social Science: Yesterday, Today, and into the Fut","Literature-derived competence (cluster: Oceanic subjectivity and cultural identities) from Blue sociology & maritime society papers. Source paper: The State of Marine Social Science: Yesterday, Today, and into the Future (Ana K. Spalding
Emma McKinley, 2024).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0095,Cross-cultural maritime heritage management: Review: Eco-creative nature-based solutions to transform urban coastli,"Literature-derived competence (cluster: Cross-cultural maritime heritage management) from Blue sociology & maritime society papers. Source paper: Review: Eco-creative nature-based solutions to transform urban coastlines, local coastal communities and enhance biodive (, 2022).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0096,Socio-technical transitions in shipping: Lake Ladoga. The Coastal History of the Greatest Lake in Europe,"Literature-derived competence (cluster: Socio-technical transitions in shipping) from Blue sociology & maritime society papers. Source paper: Lake Ladoga. The Coastal History of the Greatest Lake in Europe (, 2023).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0097,Labour geography of maritime transport: 4 | 2 | 2024 Ecologies of Life and Death in the Anthropocene,"Literature-derived competence (cluster: Labour geography of maritime transport) from Blue sociology & maritime society papers. Source paper: 4 | 2 | 2024 Ecologies of Life and Death in the Anthropocene (, 2024).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0098,"Hydrosocial literacy and ocean citizenship: ""… And not a single injustice remains”: Hydro-territorial colonization","Literature-derived competence (cluster: Hydrosocial literacy and ocean citizenship) from Blue sociology & maritime society papers. Source paper: ""… And not a single injustice remains”: Hydro-territorial colonization and techno-political transformations in Spain (Erik Swyngedouw
Rutgerd Boelens, 2018).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0099,Planetary boundary thinking in ocean governance: Blue Legalities: The Life and Laws of the Sea,"Literature-derived competence (cluster: Planetary boundary thinking in ocean governance) from Blue sociology & maritime society papers. Source paper: Blue Legalities: The Life and Laws of the Sea (Irus Braverman
Elizabeth R. Johnson, 2019).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0100,Maritimisation processes and port-city relations: Maritime sociology: towards a delimation of themes and analytical fram,"Literature-derived competence (cluster: Maritimisation processes and port-city relations) from Blue sociology & maritime society papers. Source paper: Maritime sociology: towards a delimation of themes and analytical frameworks (Michael Poole, 1981).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0101,"Oceanic subjectivity and cultural identities: Reflections on the past, present, and potential futures of knowledge h","Literature-derived competence (cluster: Oceanic subjectivity and cultural identities) from Blue sociology & maritime society papers. Source paper: Reflections on the past, present, and potential futures of knowledge hierarchies in ocean biodiversity governance resear (Holly J. Niner
David Wilson
Kelly Hoareau
Mia Strand
Jennife, 2024).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0102,Labour geography of maritime transport: Maritime Culture Degradation of Indonesian Society in Social Practice,"Literature-derived competence (cluster: Labour geography of maritime transport) from Blue sociology & maritime society papers. Source paper: Maritime Culture Degradation of Indonesian Society in Social Practice of Seafaring (Aini Nahdlia Puspita
Widodo Widodo
Abdul Rivai Ras
Pujo Wido, 2023).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0103,Sustainability transitions in coastal societies: Ocean Governance for Sustainability Transformation,"Literature-derived competence (cluster: Sustainability transitions in coastal societies) from Blue sociology & maritime society papers. Source paper: Ocean Governance for Sustainability Transformation (Alper AY, 2023).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0107,Labour geography of maritime transport: Blue growth and ocean governance—how to balance the use and the protec,"Literature-derived competence (cluster: Labour geography of maritime transport) from Blue sociology & maritime society papers. Source paper: Blue growth and ocean governance—how to balance the use and the protection of the seas (Peter Ehlers, 2016).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0109,Cross-cultural maritime heritage management: The urban hydrosocial cycle: why should engineers care?,"Literature-derived competence (cluster: Cross-cultural maritime heritage management) from Blue sociology & maritime society papers. Source paper: The urban hydrosocial cycle: why should engineers care? (Lucia Alexandra Popartan
Manel Poch
Josep Pueyo-Ros
Ignasi R, 2023).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0110,Sustainability transitions in coastal societies: More than the sea: Review of different approaches to seascapes reveals,"Literature-derived competence (cluster: Sustainability transitions in coastal societies) from Blue sociology & maritime society papers. Source paper: More than the sea: Review of different approaches to seascapes reveals unique transdisciplinary conceptualizations and c (Ian J. McNiven, 2024).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0112,Labour geography of maritime transport: Lago Chad: qué se esconde tras la crisis de sus aguas,"Literature-derived competence (cluster: Labour geography of maritime transport) from Blue sociology & maritime society papers. Source paper: Lago Chad: qué se esconde tras la crisis de sus aguas (Silvia Alejandra Perazzo, 2020).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0113,Traditional ecological knowledge in fisheries governance: What representations for the Ocean?,"Literature-derived competence (cluster: Traditional ecological knowledge in fisheries governance) from Blue sociology & maritime society papers. Source paper: What representations for the Ocean? (Alice Cuvelier, 2024).",MARINE,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0115,Oceanic subjectivity and cultural identities: Uncanny waters,"Literature-derived competence (cluster: Oceanic subjectivity and cultural identities) from Blue sociology & maritime society papers. Source paper: Uncanny waters (Caroline Emily Rae, 2022).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0116,Socio-technical transitions in shipping: Marine Sociology: Towards a Sustainable Future,"Literature-derived competence (cluster: Socio-technical transitions in shipping) from Blue sociology & maritime society papers. Source paper: Marine Sociology: Towards a Sustainable Future (SHIVAM KUMAR PANDEY
Dandempally Vasantha, 2023).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0117,"Labour geography of maritime transport: The hydro‐logic of genocide: Remaking land, water, and bodies in democ","Literature-derived competence (cluster: Labour geography of maritime transport) from Blue sociology & maritime society papers. Source paper: The hydro‐logic of genocide: Remaking land, water, and bodies in democratic Kampuchea, 1975–1979 (Stian Rice
Stian Rice
James A. Tyner
Mandy J. Munro-Stasiuk
, 2020).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0118,Social-ecological resilience of coastal communities: Toward a Critical Ocean Studies for the Anthropocene,"Literature-derived competence (cluster: Social-ecological resilience of coastal communities) from Blue sociology & maritime society papers. Source paper: Toward a Critical Ocean Studies for the Anthropocene (Elizabeth DeLoughrey, 2019).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0119,Coastal tourism and blue economy value chains: Anthropology of and from the Ocean,"Literature-derived competence (cluster: Coastal tourism and blue economy value chains) from Blue sociology & maritime society papers. Source paper: Anthropology of and from the Ocean (Jatin Dua, 2024).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0120,Planetary boundary thinking in ocean governance: Author comment: Eco-creative nature-based solutions to transform urban,"Literature-derived competence (cluster: Planetary boundary thinking in ocean governance) from Blue sociology & maritime society papers. Source paper: Author comment: Eco-creative nature-based solutions to transform urban coastlines, local coastal communities and enhance (Leila Glass, 2022).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0121,Ethnographic approaches to fishing communities: Human Dimension Approaches to Marine Studies,"Literature-derived competence (cluster: Ethnographic approaches to fishing communities) from Blue sociology & maritime society papers. Source paper: Human Dimension Approaches to Marine Studies (, 2023).",MARINE,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0122,Labour geography of maritime transport: Anchors of identity: Integrating maritime heritage into Singapore's ur,"Literature-derived competence (cluster: Labour geography of maritime transport) from Blue sociology & maritime society papers. Source paper: Anchors of identity: Integrating maritime heritage into Singapore's urban authenticity (Izzah Sarah Binte Omer Ali Saifudeen, 2025).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0124,Sustainability transitions in coastal societies: Field Trip: The Indian Ocean Turn: New Perspectives and Approaches fro,"Literature-derived competence (cluster: Sustainability transitions in coastal societies) from Blue sociology & maritime society papers. Source paper: Field Trip: The Indian Ocean Turn: New Perspectives and Approaches from the Field (Neelima Jeychandran
Smriti Srinivas
Pedro Machado
Bettina Ng, 2022).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0128,Cultural dimensions of seafaring: Territoire hydrosocial et conflictualité : lecture croisée des arrange,"Literature-derived competence (cluster: Cultural dimensions of seafaring) from Blue sociology & maritime society papers. Source paper: Territoire hydrosocial et conflictualité : lecture croisée des arrangements et reconfigurations territoriales associés à (Gaële Rouillé-Kielo
Selin Le Visage
Silvia Flaminio, 2022).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0129,Marinisation of societies and biophysical coupling: The Ethics of Blue Urbanism,"Literature-derived competence (cluster: Marinisation of societies and biophysical coupling) from Blue sociology & maritime society papers. Source paper: The Ethics of Blue Urbanism (Timothy Beatley, 2021).",MARINE,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0130,Maritimisation processes and port-city relations: Exploring the urban hydrosocial cycle in tourist environments,"Literature-derived competence (cluster: Maritimisation processes and port-city relations) from Blue sociology & maritime society papers. Source paper: Exploring the urban hydrosocial cycle in tourist environments (Elena Ridolfi, 2014).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0131,Sustainability transitions in coastal societies: Editorial: New frontiers of marine governance in the ocean decade,"Literature-derived competence (cluster: Sustainability transitions in coastal societies) from Blue sociology & maritime society papers. Source paper: Editorial: New frontiers of marine governance in the ocean decade (José Guerreiro
Helena Calado
Marie Bonnin
J.P.M. van Tatenho, 2023).",OCEANIC,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0132,Labour geography of maritime transport: Fatti e fabule: Geografie more-than-wet del Mediterraneo Nero,"Literature-derived competence (cluster: Labour geography of maritime transport) from Blue sociology & maritime society papers. Source paper: Fatti e fabule: Geografie more-than-wet del Mediterraneo Nero (G Palermo, ).",MARITIME,,data/derived/combined_blue_sociology_results.csv
lit_blue_sociology_0133,Ethnographic approaches to fishing communities: A Sea Change in the Environmental Humanities,"Literature-derived competence (cluster: Ethnographic approaches to fishing communities) from Blue sociology & maritime society papers. Source paper: A Sea Change in the Environmental Humanities (Cecilia Åsberg, 2020).",MARINE,,data/derived/combined_blue_sociology_results.csv
